Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Price Category Code,Terminal,Boarding Area,Passenger Count
201309,China Eastern,MU,China Eastern,MU,International,Asia,Deplaned,Other,International,A,"6,195"
201309,China Eastern,MU,China Eastern,MU,International,Asia,Enplaned,Other,International,A,"3,678"
201309,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,"24,629"
201309,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,"25,306"
201309,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,"118,123"
201309,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,"122,647"
201309,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Deplaned,Other,International,A,"5,778"
201309,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Enplaned,Other,International,A,"4,851"
201309,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,"12,568"
201309,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,"12,044"
201309,Emirates,EK,Emirates,EK,International,Middle East,Deplaned,Other,International,A,"9,672"
201309,Emirates,EK,Emirates,EK,International,Middle East,Enplaned,Other,International,A,"8,947"
201309,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,C,"18,286"
201309,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,C,"18,093"
201309,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,International,A,"7,920"
201309,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,International,A,"7,608"
201309,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,"4,821"
201309,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,"5,279"
201309,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,"5,050"
201309,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,"4,514"
201309,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,"43,798"
201309,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,"44,466"
201309,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,"11,669"
201309,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,"11,692"
201309,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,"6,794"
201309,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,"5,757"
201309,LAN Peru,LP,LAN Peru,LP,International,South America,Deplaned,Other,International,A,"2,619"
201309,LAN Peru,LP,LAN Peru,LP,International,South America,Enplaned,Other,International,A,"2,717"
201309,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,"23,362"
201309,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,"23,227"
201309,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,"8,322"
201309,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,"7,106"
201309,Republic Airlines,RW,Republic Airlines,RW,Domestic,US,Enplaned,Other,Terminal 1,B,27
201309,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Other,International,G,"6,356"
201309,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Enplaned,Other,International,G,"6,039"
201309,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,"14,740"
201309,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,"13,844"
201309,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 1,B,"86,214"
201309,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 1,B,"84,290"
201309,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,"1,218"
201309,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,"1,446"
201309,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,"50,363"
201309,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,"50,388"
201309,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Deplaned,Other,International,G,"2,634"
201309,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 1,B,292
201309,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 1,B,"2,700"
201309,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,"7,586"
201309,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,"7,555"
201309,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Low Fare,Terminal 1,B,"128,474"
201309,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Low Fare,Terminal 1,B,"125,747"
201309,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,236
201309,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,International,A,"5,387"
201309,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,International,A,"5,578"
201309,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Other,International,G,"6,416"
201309,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Other,International,G,"6,299"
201309,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Deplaned,Other,International,A,"4,744"
201309,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Enplaned,Other,International,A,"4,319"
201309,US Airways,US,US Airways,US,Domestic,US,Deplaned,Other,Terminal 1,B,"63,532"
201309,US Airways,US,US Airways,US,Domestic,US,Enplaned,Other,Terminal 1,B,"64,784"
201309,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,International,G,"30,032"
201309,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,International,G,"37,344"
201309,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,"548,374"
201309,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,"544,302"
201309,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,"4,072"
201309,United Airlines,UA,United Airlines,UA,International,Asia,Deplaned,Other,International,G,"60,908"
201309,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Other,International,G,"55,880"
201309,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Deplaned,Other,International,G,"9,456"
201309,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Other,International,G,"9,855"
201309,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,"18,973"
201309,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,"17,647"
201309,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Other,International,G,"46,679"
201309,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Other,International,G,"46,793"
201309,United Airlines,UA,United Airlines,UA,International,Mexico,Deplaned,Other,International,G,"13,787"
201309,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,International,G,"14,747"
201309,Virgin America,VX,Virgin America,VX,Domestic,US,Deplaned,Low Fare,Terminal 2,D,"148,628"
201309,Virgin America,VX,Virgin America,VX,Domestic,US,Enplaned,Low Fare,Terminal 2,D,"150,010"
201309,Virgin America,VX,Virgin America,VX,International,Mexico,Deplaned,Low Fare,International,A,"2,009"
201309,Virgin America,VX,Virgin America,VX,International,Mexico,Enplaned,Low Fare,Terminal 2,D,"1,816"
201309,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,"10,712"
201309,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,"10,836"
201309,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Deplaned,Other,International,A,"6,838"
201309,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Enplaned,Other,International,A,"6,552"
201310,Aeromexico,AM,Aeromexico,AM,International,Mexico,Deplaned,Other,International,A,"5,667"
201310,Aeromexico,AM,Aeromexico,AM,International,Mexico,Enplaned,Other,International,A,"6,552"
201310,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,A,"9,047"
201310,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,A,"8,830"
201310,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,G,"21,112"
201310,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,G,"20,605"
201310,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,"7,718"
201310,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,"7,605"
201310,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,"13,977"
201310,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,"13,614"
201310,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,"7,267"
201310,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,"10,656"
201310,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Deplaned,Low Fare,Terminal 1,B,"10,896"
201310,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Enplaned,Low Fare,Terminal 1,B,"11,166"
201310,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,732
201310,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,"4,107"
201310,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,"40,497"
201310,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,"37,366"
201310,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,"5,603"
201310,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,Terminal 1,B,"5,764"
201310,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,"5,998"
201310,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,"6,328"
201310,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,"131,190"
201310,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,"132,002"
201310,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,"5,764"
201310,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,"6,648"
201310,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,"18,665"
201310,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,"19,067"
201310,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,"15,690"
201310,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,"19,327"
201310,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,"7,176"
201310,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,"9,330"
201310,China Eastern,MU,China Eastern,MU,International,Asia,Deplaned,Other,International,A,"4,895"
201310,China Eastern,MU,China Eastern,MU,International,Asia,Enplaned,Other,International,A,"5,296"
201310,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,"27,056"
201310,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,"28,955"
201310,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,"121,336"
201310,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,"122,958"
201310,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Deplaned,Other,International,A,"3,982"
201310,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Enplaned,Other,International,A,"4,365"
201310,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,"11,916"
201310,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,"13,625"
201310,Emirates,EK,Emirates,EK,International,Middle East,Deplaned,Other,International,A,"8,513"
201310,Emirates,EK,Emirates,EK,International,Middle East,Enplaned,Other,International,A,"10,042"
201310,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,C,"19,265"
201310,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,C,"19,098"
201310,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,International,A,"8,230"
201310,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,International,A,"8,466"
201310,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,"4,714"
201310,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,"5,291"
201310,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,"4,880"
201310,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,"4,616"
201310,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,"46,311"
201310,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,"46,468"
201310,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,"10,862"
201310,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,"10,378"
201310,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,"6,221"
201310,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,"6,663"
201310,LAN Peru,LP,LAN Peru,LP,International,South America,Deplaned,Other,International,A,"2,399"
201310,LAN Peru,LP,LAN Peru,LP,International,South America,Enplaned,Other,International,A,"2,902"
201310,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,"23,387"
201310,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,"22,429"
201310,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,"8,358"
201310,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,"9,524"
201310,Republic Airlines,RW,Republic Airlines,RW,Domestic,US,Enplaned,Other,Terminal 1,B,36
201310,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Other,International,G,"6,232"
201310,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Enplaned,Other,International,G,"5,999"
201310,Servisair,,Servisair,,Domestic,US,Deplaned,Low Fare,International,A,75
201310,Servisair,,Servisair,,Domestic,US,Enplaned,Low Fare,International,A,75
201310,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,"13,183"
201310,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,"16,089"
201310,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 1,B,"93,418"
201310,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 1,B,"90,355"
201310,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,50
201310,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,48
201310,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,"49,494"
201310,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,"50,244"
201310,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Deplaned,Other,International,G,"2,402"
201310,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 1,B,"1,451"
201310,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 1,B,"3,700"
201310,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,"9,318"
201310,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,"8,862"
201310,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Low Fare,Terminal 1,B,"132,537"
201310,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Low Fare,Terminal 1,B,"131,519"
201310,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,62
201310,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,International,A,"5,369"
201310,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,International,A,"5,658"
201310,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Other,International,G,"6,550"
201310,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Other,International,G,"6,379"
201310,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Deplaned,Other,International,A,"4,056"
201310,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Enplaned,Other,International,A,"4,638"
201310,US Airways,US,US Airways,US,Domestic,US,Deplaned,Other,Terminal 1,B,"68,869"
201310,US Airways,US,US Airways,US,Domestic,US,Enplaned,Other,Terminal 1,B,"69,656"
201310,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,International,G,"36,255"
201310,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,International,G,"43,415"
201310,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,"573,619"
201310,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,"558,030"
201310,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,"15,589"
201310,United Airlines,UA,United Airlines,UA,International,Asia,Deplaned,Other,International,G,"58,222"
201310,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Other,International,G,"64,753"
201310,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Deplaned,Other,International,G,"7,201"
201310,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Other,International,G,"10,147"
201310,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,"11,459"
201310,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,"10,330"
201310,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Other,International,G,"42,346"
201310,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Other,International,G,"36,840"
201310,United Airlines,UA,United Airlines,UA,International,Mexico,Deplaned,Other,International,G,"16,349"
201310,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,International,G,"18,011"
201310,Virgin America,VX,Virgin America,VX,Domestic,US,Deplaned,Low Fare,Terminal 2,D,"159,491"
201310,Virgin America,VX,Virgin America,VX,Domestic,US,Enplaned,Low Fare,Terminal 2,D,"162,983"
201310,Virgin America,VX,Virgin America,VX,International,Mexico,Deplaned,Low Fare,International,A,"3,524"
201310,Virgin America,VX,Virgin America,VX,International,Mexico,Enplaned,Low Fare,Terminal 2,D,"3,115"
201310,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,"10,860"
201310,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,"11,038"
201310,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Deplaned,Other,International,A,"5,874"
201310,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Enplaned,Other,International,A,"5,648"
201311,Aeromexico,AM,Aeromexico,AM,International,Mexico,Deplaned,Other,International,A,"6,003"
201311,Aeromexico,AM,Aeromexico,AM,International,Mexico,Enplaned,Other,International,A,"6,865"
201311,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,A,"5,406"
201311,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,A,"5,457"
201311,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,G,"15,386"
201311,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,G,"15,532"
201311,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,"7,814"
201311,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,"7,811"
201311,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,"7,170"
201311,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,"7,664"
201311,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,"8,458"
201311,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,"8,820"
201311,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Deplaned,Low Fare,Terminal 1,B,"3,924"
201311,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Enplaned,Low Fare,Terminal 1,B,"3,995"
201311,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,95
201311,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,"3,334"
201311,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,"39,105"
201311,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,"38,033"
201311,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,"7,279"
201311,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,Terminal 1,B,"7,710"
201311,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,"6,244"
201311,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,"6,209"
201311,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,"115,533"
201311,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,"118,110"
201311,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,"5,586"
201311,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,"5,620"
201311,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,"15,264"
201311,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,"16,324"
201311,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,"17,463"
201311,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,"17,635"
201311,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,"8,505"
201311,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,"10,142"
201311,China Eastern,MU,China Eastern,MU,International,Asia,Deplaned,Other,International,A,"5,565"
201311,China Eastern,MU,China Eastern,MU,International,Asia,Enplaned,Other,International,A,"4,715"
201311,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,"26,033"
201311,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,"27,577"
201311,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,"98,528"
201311,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,"100,215"
201311,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Deplaned,Other,International,A,"3,657"
201311,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Enplaned,Other,International,A,"3,702"
201311,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,"12,649"
201311,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,"13,688"
201311,Emirates,EK,Emirates,EK,International,Middle East,Deplaned,Other,International,A,"8,770"
201311,Emirates,EK,Emirates,EK,International,Middle East,Enplaned,Other,International,A,"10,115"
201311,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,C,"15,195"
201311,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,C,"14,959"
201311,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,International,A,"7,829"
201311,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,International,A,"7,677"
201311,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,"4,722"
201311,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,"5,128"
201311,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,"3,993"
201311,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,"4,316"
201311,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,"40,669"
201311,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,"41,604"
201311,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,"6,089"
201311,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,"6,012"
201311,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,"5,390"
201311,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,"5,927"
201311,LAN Peru,LP,LAN Peru,LP,International,South America,Deplaned,Other,International,A,"2,299"
201311,LAN Peru,LP,LAN Peru,LP,International,South America,Enplaned,Other,International,A,"2,689"
201311,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,"16,600"
201311,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,"16,850"
201311,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,"8,765"
201311,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,"9,342"
201311,Republic Airlines,RW,Republic Airlines,RW,Domestic,US,Deplaned,Other,Terminal 1,B,67
201311,Republic Airlines,RW,Republic Airlines,RW,Domestic,US,Enplaned,Other,Terminal 1,B,80
201311,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Other,International,G,"3,905"
